paper_uid_after_direct_w,ref_title,ref_author,ref_publisher_or_journal,ref_year,direct_article_id,direct_id_sources,direct_id_values,direct_id_conflict,query_signature
P00000691,4차 북한 핵실험과 사드의 국제정치,김흥규,통일정책연구,2016,ART002116765,paper_uid,ART002116765,False,4차북한핵실험과사드의국제정치||김흥규||통일정책연구||2016
P00000692,사드 배치와 중국의 대한국 강압외교 동인,김진용,동아연구,2018,,,,False,사드배치와중국의대한국강압외교동인||김진용||동아연구||2018
P00000696,미중 경쟁시대에 한국의 중국에 대한 인식과 정책 : 한국 내 중국 전문가의 인식을 중심으로,이정남,아세아연구,2017,,,,False,미중경쟁시대에한국의중국에대한인식과정책한국내중국전문가의인식을중심으로||이정남||아세아연구||2017
P00000697,미국 미사일 방어 시스템 구축에 대한 중국의 인식과 대응: 사드 문제에 대한 시사점,이상만,현대중국연구,2017,,,,False,미국미사일방어시스템구축에대한중국의인식과대응사드문제에대한시사점||이상만||현대중국연구||2017
P00000699,한국의 사드 배치 결정과 사회공론화 과정 분석,오정현,국방정책연구,2020,,,,False,한국의사드배치결정과사회공론화과정분석||오정현||국방정책연구||2020
P00000700,사드(THAAD) 배치를 둘러싼 한국과 중국의 정치적 갈등이 경제관계에 미치는 영향,송지연,한국과 국제정치,2020,ART002628846,paper_uid,ART002628846,False,사드thaad배치를둘러싼한국과중국의정치적갈등이경제관계에미치는영향||송지연||한국과국제정치||2020
P00000701,한국의 사드배치 결정에 대한 중국의 대한(對韓) 경제보복과 한국의 대응방안,유현정,세계지역연구논총,2017,ART002237629,paper_uid,ART002237629,False,한국의사드배치결정에대한중국의대한경제보복과한국의대응방안||유현정||세계지역연구논총||2017
P00000755,우리나라 쌀시장 수입정책의 변화와 대응방안,조성제,관세학회지,2014,,,,False,우리나라쌀시장수입정책의변화와대응방안||조성제||관세학회지||2014
P00000756,쌀 시장 개방의 딜레마 : 시기별 정부대응을 중심으로,최흥석,한국행정논집,2011,,,,False,쌀시장개방의딜레마시기별정부대응을중심으로||최흥석||한국행정논집||2011
P00000757,중국의 WTO가입이 중국GDP에 미치는 효과 분석,최원익,무역학회지,2014,,,,False,중국의wto가입이중국gdp에미치는효과분석||최원익||무역학회지||2014
P00000765,중국 반독점법상 기업결합 규제의 산업정책적 성격에 대한 고찰,김준호,동아법학,2014,,,,False,중국반독점법상기업결합규제의산업정책적성격에대한고찰||김준호||동아법학||2014
P00000777,한국의 WTO 쌀 관세화 검증과 전략적 대응방안 연구,맹철규,관세학회지,2019,,,,False,한국의wto쌀관세화검증과전략적대응방안연구||맹철규||관세학회지||2019
P00000781,동아시아에 대한 일본의 FTA전략: 복합적 지역주의,박창건,국제정치논총,2007,ART001215967,paper_uid,ART001215967,False,동아시아에대한일본의fta전략복합적지역주의||박창건||국제정치논총||2007
P00001061,북한의 도발사례 분석,이윤규,군사,2014,,,,False,북한의도발사례분석||이윤규||군사||2014
P00001157,"동북아시아의 세력균형, 1945-2001:평화의 경로 또는 분쟁의 원천?",이진명,국제정치논총,2016,ART002190078,paper_uid,ART002190078,False,동북아시아의세력균형19452001평화의경로또는분쟁의원천||이진명||국제정치논총||2016
P00001222,다문화사회 한국의 사회통합과 다문화주의 정책,김영란,한국사회,2013,,,,False,다문화사회한국의사회통합과다문화주의정책||김영란||한국사회||2013
P00001942,김정은 시대 북한 정치체제 변화에 대한 분석: 혁명정권의 딜레마와 당-국가체제적 속성을 중심으로,안경모,아세아연구,2016,,,,False,김정은시대북한정치체제변화에대한분석혁명정권의딜레마와당국가체제적속성을중심으로||안경모||아세아연구||2016
P00001948,주체사상과 민족주의 - 북한사회 통치이념의 항상성과 변용성,차남희,담론201,2012,,,,False,주체사상과민족주의북한사회통치이념의항상성과변용성||차남희||담론201||2012
P00001949,거시경제학의 눈으로 본 식민지 근대화론,조장옥,경제학연구,2017,,,,False,거시경제학의눈으로본식민지근대화론||조장옥||경제학연구||2017
P00001961,남북한 동반과 화합을 위한 통일과 통일교육의 새로운 담론 모색,함규진,초등도덕교육,2017,,,,False,남북한동반과화합을위한통일과통일교육의새로운담론모색||함규진||초등도덕교육||2017
P00001962,국가사회주의 시민사회론 재고- 북한 시민사회의 형성 전망에 주는 함축,한승완,사회와 철학,2014,,,,False,국가사회주의시민사회론재고북한시민사회의형성전망에주는함축||한승완||사회와철학||2014
P00001966,"2016년 국회의원 선거 이후 시민들의 통일의식 변화 : 이념적 양극화인가, 당파적 편향인가?",정동준,한국정치학회보,2016,ART002188678,paper_uid,ART002188678,False,2016년국회의원선거이후시민들의통일의식변화이념적양극화인가당파적편향인가||정동준||한국정치학회보||2016
P00001969,북한의 산업구조 현황과 과제,정진상,산업경제연구,2004,,,,False,북한의산업구조현황과과제||정진상||산업경제연구||2004
P00001972,김정은 정권의 수령제와 당ㆍ정ㆍ군 관계,김갑식,한국과 국제정치,2014,,,,False,김정은정권의수령제와당정군관계||김갑식||한국과국제정치||2014
P00001973,북한 내각의 경제적 역할과 당정관계,김갑식,한국과 국제정치,2006,ART001108819,paper_uid,ART001108819,False,북한내각의경제적역할과당정관계||김갑식||한국과국제정치||2006
P00001974,김정일 시대 북한의 당 ？ 정 ？ 군 관계 변화 수령제 변화의 함의를 중심으로,김근식,한국정치학회보,2002,,,,False,김정일시대북한의당정군관계변화수령제변화의함의를중심으로||김근식||한국정치학회보||2002
P00001977,통일당위성 담론유형 집단별 특성과 통일교육적 함의,김선,교육문화연구,2017,,,,False,통일당위성담론유형집단별특성과통일교육적함의||김선||교육문화연구||2017
P00001978,북한의 산업구조 변화 추이와 향후 전망,김태운,아시아연구,2008,,,,False,북한의산업구조변화추이와향후전망||김태운||아시아연구||2008
P00001985,김정은 권력세습과 통치권력 강화: 역사적 함의와 정적 제거,이헌경,Oughtopia (오토피아),2014,ART001880067,paper_uid,ART001880067,False,김정은권력세습과통치권력강화역사적함의와정적제거||이헌경||oughtopia오토피아||2014
P00001987,김정은 집권 이후 시장경제 변화 실태와 전망,"Lim, Eul-Chul",시선집중 GSnJ,2017,,,,False,김정은집권이후시장경제변화실태와전망||lim||시선집중gsnj||2017
P00001996,동유럽 공산체제붕괴에 비추어 본 북한붕괴론:  ‘시민사회’개념을 중심으로,박정원,한국정치외교사논총,2013,ART001742525,paper_uid,ART001742525,False,동유럽공산체제붕괴에비추어본북한붕괴론시민사회개념을중심으로||박정원||한국정치외교사논총||2013
P00002007,북한의 민족주의: 주체사상의 이론적 변용을 중심으로,"Seo, Jae Jin",통일연구논총,1993,,,,False,북한의민족주의주체사상의이론적변용을중심으로||seo||통일연구논총||1993
P00002008,보편주의 통일론과 인권⋅민주주의 친화형 남북관계의 탐색,서보혁,세계지역연구논총,2014,ART001872457,paper_uid,ART001872457,False,보편주의통일론과인권민주주의친화형남북관계의탐색||서보혁||세계지역연구논총||2014
P00002015,북한사회의 2분법적 분화와 체제의 내구성: “제2사회영역”에 대한 수용과 통제,짜오징,대한정치학회보,2015,,,,False,북한사회의2분법적분화와체제의내구성제2사회영역에대한수용과통제||짜오징||대한정치학회보||2015
P00002068,일본의 최근 미사일ㆍ미사일 방어 정책 방향,김성걸,한일군사문화연구,2014,,,,False,일본의최근미사일미사일방어정책방향||김성걸||한일군사문화연구||2014
P00002072,북한의 핵과 미사일 위협에 대한 일본의 대응: 패턴과 전망,남창희,국가전략,2010,ART001449463,paper_uid,ART001449463,False,북한의핵과미사일위협에대한일본의대응패턴과전망||남창희||국가전략||2010
P00002074,한국인의 대미인식 변화에 관한 분석－반미감정을 중심으로－,오창헌,대한정치학회보,2015,,,,False,한국인의대미인식변화에관한분석반미감정을중심으로||오창헌||대한정치학회보||2015
P00002075,오인식(誤認識)이 한국의 탄도미사일방어체제(BMD) 구축에 미친 영향: 일본과의 비교를 중심으로,박휘락,전략연구,2017,ART002247796,paper_uid,ART002247796,False,오인식이한국의탄도미사일방어체제bmd구축에미친영향일본과의비교를중심으로||박휘락||전략연구||2017
P00002076,한국과 일본의 탄도미사일 방어(BMD) 추진 비교,박휘락,국가전략,2015,ART001993827,paper_uid,ART001993827,False,한국과일본의탄도미사일방어bmd추진비교||박휘락||국가전략||2015
P00002077,"이스라엘, 일본, 한국의 탄도미사일 방어(BMD) 비교와 한국에 대한 함의",박휘락,국제지역연구,2016,,,,False,이스라엘일본한국의탄도미사일방어bmd비교와한국에대한함의||박휘락||국제지역연구||2016
P00002082,지속가능발전을 위한 신재생 에너지 보조금 제도와 통상조약의 조화 방안,정민정,국제법학회논총,2017,,,,False,지속가능발전을위한신재생에너지보조금제도와통상조약의조화방안||정민정||국제법학회논총||2017
P00002088,WTO 보조금협정과 탄소배출권 무상할당,김호철,통상법률,2011,,,,False,wto보조금협정과탄소배출권무상할당||김호철||통상법률||2011
P00002090,"의무할당제도 개선을 통한 신재생에너지 산업의 발전 전략 : 태양광, 풍력에너지 중심",김종완,에너지공학,2016,,,,False,의무할당제도개선을통한신재생에너지산업의발전전략태양광풍력에너지중심||김종완||에너지공학||2016
P00002091,환경친화적 신․재생에너지의 보급 확대를 위한 법․정책적 개선방안 - 신․재생에너지 의무할당제와 관련하여 -,김세규,공법학연구,2017,,,,False,환경친화적신재생에너지의보급확대를위한법정책적개선방안신재생에너지의무할당제와관련하여||김세규||공법학연구||2017
P00002092,신재생에너지 성장의 영향요인 연구: FIT와 RPS의 효과성 검증을 중심으로,김태은,한국행정학보,2011,,,,False,신재생에너지성장의영향요인연구fit와rps의효과성검증을중심으로||김태은||한국행정학보||2011
P00002093,우리나라의 발전차액지원제도 사례 분석: 신산업정책론 시각에서,구민교,한국행정연구,2013,,,,False,우리나라의발전차액지원제도사례분석신산업정책론시각에서||구민교||한국행정연구||2013
P00002096,신재생에너지 시장 확대를 위한 정책수단의 비교: 가격정책과 수량정책의 정책결합,권태형,한국정책과학학회보,2014,,,,False,신재생에너지시장확대를위한정책수단의비교가격정책과수량정책의정책결합||권태형||한국정책과학학회보||2014
P00002098,환경친화 보조금과 WTO 보조금 협정,이재민,국제.지역연구,2017,,,,False,환경친화보조금과wto보조금협정||이재민||국제지역연구||2017
P00002099,인도의 미국산 태양전지ㆍ모듈 제품의 차별에 관한 WTO 판례 연구,이길원,미국헌법연구,2017,,,,False,인도의미국산태양전지모듈제품의차별에관한wto판례연구||이길원||미국헌법연구||2017
P00002100,한국에서 재생에너지 확대를 위한 정책적 과제,이상훈,환경법과 정책,2014,,,,False,한국에서재생에너지확대를위한정책적과제||이상훈||환경법과정책||2014
P00002101,재생가능에너지 의무할당제의 이론과 실제: RPS 도입국가들에 대한 분석을 바탕으로,이수진,환경정책,2011,,,,False,재생가능에너지의무할당제의이론과실제rps도입국가들에대한분석을바탕으로||이수진||환경정책||2011
P00002103,RPS 및 FIT 제도가 신재생에너지 보급에미치는 효과 분석 : 104개국 패널토빗분석,임형우,에너지경제연구,2017,,,,False,rps및fit제도가신재생에너지보급에미치는효과분석104개국패널토빗분석||임형우||에너지경제연구||2017
P00002114,신재생에너지산업 국제경쟁력 분석,유진만,무역학회지,2015,,,,False,신재생에너지산업국제경쟁력분석||유진만||무역학회지||2015
P00002298,민주화 이후 호남의 소지역주의 : 19대 총선에서 전북 지역을 중심으로,한정택,현상과 인식,2013,,,,False,민주화이후호남의소지역주의19대총선에서전북지역을중심으로||한정택||현상과인식||2013
P00002299,호남지역에서 나타난 정당후보득표율의 지역편향: 제18대 대선 사례 분석,지병근,한국정당학회보,2013,ART001754221,paper_uid,ART001754221,False,호남지역에서나타난정당후보득표율의지역편향제18대대선사례분석||지병근||한국정당학회보||2013
P00002300,호남 유권자들의 이슈에 대한 태도 및 이념적 특성,지병근,21세기정치학회보,2014,ART001880557,paper_uid,ART001880557,False,호남유권자들의이슈에대한태도및이념적특성||지병근||21세기정치학회보||2014
P00002301,엘리트 충원과 영호남 지역주의: 김대중·노무현·이명박 정부를 중심으로,지충남,사회과학연구,2011,,,,False,엘리트충원과영호남지역주의김대중노무현이명박정부를중심으로||지충남||사회과학연구||2011
P00002303,옌푸(嚴復)와 번역의 정치: 『천연론』에 담긴‘천’개념을 중심으로,박홍규,한국정치학회보,2012,ART001702821,paper_uid,ART001702821,False,옌푸와번역의정치천연론에담긴천개념을중심으로||박홍규||한국정치학회보||2012
P00002308,17대 총선과 충청권 정치지형의 변화: 지역주의의 약화 및 변화를 중심으로,김욱,정치·정보연구,2004,ART001364720,paper_uid,ART001364720,False,17대총선과충청권정치지형의변화지역주의의약화및변화를중심으로||김욱||정치정보연구||2004
P00002309,"한국 지역주의의 지역별 특성과 변화 가능성: 대전, 충청지역을 중심으로",김욱,21세기정치학회보,2004,ART001152144,paper_uid,ART001152144,False,한국지역주의의지역별특성과변화가능성대전충청지역을중심으로||김욱||21세기정치학회보||2004
P00002310,충청 지역주의의 역사적 발전과정과 특성,김욱,정치·정보연구,2007,ART001366069,paper_uid,ART001366069,False,충청지역주의의역사적발전과정과특성||김욱||정치정보연구||2007
P00002311,호남지역주의의 연속성과 변화: 시·군별 제6~16대 대통령선거 결과를 중심으로,김영태,사회과학연구,2007,ART001077351,paper_uid,ART001077351,False,호남지역주의의연속성과변화시군별제616대대통령선거결과를중심으로||김영태||사회과학연구||2007
P00002317,지역본위투표와 합리적 선택 이론: 공간모형 분석,문우진,한국과 국제정치,2005,ART001106664,paper_uid,ART001106664,False,지역본위투표와합리적선택이론공간모형분석||문우진||한국과국제정치||2005
P00002319,한국사회 이념갈등의 구성적 특성,박경미,한국정당학회보,2012,ART001717886,paper_uid,ART001717886,False,한국사회이념갈등의구성적특성||박경미||한국정당학회보||2012
P00002525,"2012년 대선, 가난한 이들은 왜 보수정당을 지지했는가?",한귀영,동향과 전망,2013,,,,False,2012년대선가난한이들은왜보수정당을지지했는가||한귀영||동향과전망||2013
P00002529,경제민주화와 제18대 대선: 쟁점 투표(Issue Voting)와 정치지식(Political Knowledge),장승진,한국정당학회보,2013,ART001754217,paper_uid,ART001754217,False,경제민주화와제18대대선쟁점투표issuevoting와정치지식politicalknowledge||장승진||한국정당학회보||2013
P00002532,한국 선거에서의‘계급 배반 투표와 사회 계층,강원택,한국정당학회보,2013,ART001820687,paper_uid,ART001820687,False,한국선거에서의계급배반투표와사회계층||강원택||한국정당학회보||2013
P00002534,한국 민주주의에서 경제적 불평등에 대한 인식의 정치적 효과: 민주주의의 효능성에 대한 효과를 중심으로,강우진,한국과 국제정치,2012,ART001671968,paper_uid,ART001671968,False,한국민주주의에서경제적불평등에대한인식의정치적효과민주주의의효능성에대한효과를중심으로||강우진||한국과국제정치||2012
P00002535,사람들은 왜 성장주의를 지지하는가?: 성장주의 결정요인에 대한 경험분석,강우진,한국과 국제정치,2015,ART002031346,paper_uid,ART002031346,False,사람들은왜성장주의를지지하는가성장주의결정요인에대한경험분석||강우진||한국과국제정치||2015
P00002541,정치의식과 불평등 투표: 17대 및 18대 국회의원 선거 분석,문우진,국가전략,2011,ART001582755,paper_uid,ART001582755,False,정치의식과불평등투표17대및18대국회의원선거분석||문우진||국가전략||2011
P00002670,한국에서의 난민의 현황과 난민인정절차의 개선방안,고문현,세계헌법연구,2008,,,,False,한국에서의난민의현황과난민인정절차의개선방안||고문현||세계헌법연구||2008
P00002681,일본의 재정착난민 수용과 관련 제도에 대한 고찰,신예진,동아연구,2013,,,,False,일본의재정착난민수용과관련제도에대한고찰||신예진||동아연구||2013
P00002781,선거여론조사의 문제점과 개선 방향:2006년 지방선거 전화조사를 중심으로,조성겸,조사연구,2007,,,,False,선거여론조사의문제점과개선방향2006년지방선거전화조사를중심으로||조성겸||조사연구||2007
P00002782,전화 선거여론조사에서 무응답률 증가로 인한 편의와 응답률 제고 방안,허순영,한국데이터정보과학회지,2016,,,,False,전화선거여론조사에서무응답률증가로인한편의와응답률제고방안||허순영||한국데이터정보과학회지||2016
P00002783,무선 RDD 전화조사의 타당성 검토 연구:18대 대통령선거 사례 연구,장덕현,조사연구,2013,,,,False,무선rdd전화조사의타당성검토연구18대대통령선거사례연구||장덕현||조사연구||2013
P00002784,가중방법으로 선거여론조사의 편향을 얼마나 줄일 수 있나: 컴퓨터 시뮬레이션 사례,장덕현,조사연구,2014,,,,False,가중방법으로선거여론조사의편향을얼마나줄일수있나컴퓨터시뮬레이션사례||장덕현||조사연구||2014
P00002785,2014 지방선거에서의 여론조사의 정확성 연구 :조사방법별 정밀성과 편향 비교,장덕현,조사연구,2015,,,,False,2014지방선거에서의여론조사의정확성연구조사방법별정밀성과편향비교||장덕현||조사연구||2015
P00002787,휴대전화를 이용한 정치 여론조사에 대한 연구,김지윤,한국정당학회보,2012,ART001684900,paper_uid,ART001684900,False,휴대전화를이용한정치여론조사에대한연구||김지윤||한국정당학회보||2012
P00002788,2016년 국회의원선거 전화여론조사 정확성 분석,김영원,조사연구,2016,,,,False,2016년국회의원선거전화여론조사정확성분석||김영원||조사연구||2016
P00002789,2014년 지방선거 여론조사 전화조사방법에 따른 예측오차 및 편향,김영원,조사연구,2014,,,,False,2014년지방선거여론조사전화조사방법에따른예측오차및편향||김영원||조사연구||2014
P00002792,무응답모형에 기반한 출구조사의 예측 정확성 비교 연구,곽정애,한국데이터정보과학회지,2014,,,,False,무응답모형에기반한출구조사의예측정확성비교연구||곽정애||한국데이터정보과학회지||2014
P00002793,유∙무선 RDD를 결합한 혼합조사설계: 2011 서울시장 보궐선거 예측조사 사례 연구,이계오,응용통계연구,2012,,,,False,유무선rdd를결합한혼합조사설계2011서울시장보궐선거예측조사사례연구||이계오||응용통계연구||2012
P00002794,제18대 대선 여론조사에서 나타난 조사기관 편향,박종희,조사연구,2013,,,,False,제18대대선여론조사에서나타난조사기관편향||박종희||조사연구||2013
P00002824,지역제도와 중견국가,최영종,국제관계연구,2009,ART001376125,paper_uid,ART001376125,False,지역제도와중견국가||최영종||국제관계연구||2009
P00002825,동아시아 지역통합과 한국의 중견국가 외교,최영종,한국정치외교사논총,2011,ART001529253,paper_uid,ART001529253,False,동아시아지역통합과한국의중견국가외교||최영종||한국정치외교사논총||2011
P00002828,중견국 이론화의 이슈와 쟁점,강선주,국제정치논총,2015,,,,False,중견국이론화의이슈와쟁점||강선주||국제정치논총||2015
P00002829,국제정치의 분석단위로서 중견국가(Middle Power) :  그 개념화와 시사점,김치욱,국제정치논총,2009,ART001335352,paper_uid,ART001335352,False,국제정치의분석단위로서중견국가middlepower그개념화와시사점||김치욱||국제정치논총||2009
P00002832,네트워크로 보는 중견국 외교전략: 구조적 공백과 위치권력 이론의 원용,김상배,국제정치논총,2011,ART001594184,paper_uid,ART001594184,False,네트워크로보는중견국외교전략구조적공백과위치권력이론의원용||김상배||국제정치논총||2011
P00002835,연합 형성과 중견국 외교: 믹타(MIKTA)의 사례,이승주,국제.지역연구,2016,,,,False,연합형성과중견국외교믹타mikta의사례||이승주||국제지역연구||2016
P00002837,국가실패와 보호책임(R2P)의  북한 적용가능성,이신화,한국정치학회보,2012,ART001650055,paper_uid,ART001650055,False,국가실패와보호책임r2p의북한적용가능성||이신화||한국정치학회보||2012
P00002838,중견국가와 한국의 외교안보정책:노무현정부의 동맹재조정 정책을 중심으로,이수형,국방연구,2009,,,,False,중견국가와한국의외교안보정책노무현정부의동맹재조정정책을중심으로||이수형||국방연구||2009
P00002839,"경제위기, 지역협력의 제도화, 융합과정모델: 치앙마이 이니셔티브",이용욱,평화연구,2015,ART001988854,paper_uid,ART001988854,False,경제위기지역협력의제도화융합과정모델치앙마이이니셔티브||이용욱||평화연구||2015
P00002840,통일한국 등장과 동북아 지역질서 변화: 러시아의 역내 전략적 행위자로서의 가능성과 한국의 대응,신범식,전략연구,2015,ART001981623,paper_uid,ART001981623,False,통일한국등장과동북아지역질서변화러시아의역내전략적행위자로서의가능성과한국의대응||신범식||전략연구||2015
P00002843,영토명칭 논쟁에 대한 대중의 집단지성 전략과 집합행동: 동해표기 오류시정운동 사례,송태은,세계지역연구논총,2015,ART002074524,paper_uid,ART002074524,False,영토명칭논쟁에대한대중의집단지성전략과집합행동동해표기오류시정운동사례||송태은||세계지역연구논총||2015
P00002844,동아시아공동체 논의와 한국의 전략: 신아시아 외교의 재조정을 중심으로,유현석,한국정치외교사논총,2011,ART001529242,paper_uid,ART001529242,False,동아시아공동체논의와한국의전략신아시아외교의재조정을중심으로||유현석||한국정치외교사논총||2011
P00002882,라틴아메리카와 한국인 이민,서성철,멕시코 한인사회와 현지적응,라틴아메리카연구,,,,False,라틴아메리카와한국인이민||서성철||멕시코한인사회와현지적응||
P00002891,"무형문화재 제도의 성립,그 역사성의 재고",정수진,한국민속학,2004,,,,False,무형문화재제도의성립그역사성의재고||정수진||한국민속학||2004
P00002892,지속가능개발과 한국무형문화유산정책,김용구,문화재,2016,,,,False,지속가능개발과한국무형문화유산정책||김용구||문화재||2016
P00002915,투표참여와 다른 유형의 정치참여 간의 연계성 분석,김욱,정치·정보연구,2013,ART001836163,paper_uid,ART001836163,False,투표참여와다른유형의정치참여간의연계성분석||김욱||정치정보연구||2013
P00002948,WTO 체제에서의 남북한교역과 개성공단 관련 통상쟁점 연구,안덕근,국제.지역연구,2014,ART001948511,paper_uid,ART001948511,False,wto체제에서의남북한교역과개성공단관련통상쟁점연구||안덕근||국제지역연구||2014
P00002992,외교정책결정자 심리분석의 유용성 검토: 1990년대 북핵위기를 둘러싼 한미관계를 중심으로,조동준,한국정치외교사논총,2004,ART001160550,paper_uid,ART001160550,False,외교정책결정자심리분석의유용성검토1990년대북핵위기를둘러싼한미관계를중심으로||조동준||한국정치외교사논총||2004
P00003022,비대칭적 동맹에서의 갈등:정치심리학적 측면,신욱희,국방연구,2007,,,,False,비대칭적동맹에서의갈등정치심리학적측면||신욱희||국방연구||2007
P00003067,해양안보 분야 국내 연구동향에 관한 분석 및 평가,김기주,동서연구,2015,,,,False,해양안보분야국내연구동향에관한분석및평가||김기주||동서연구||2015
P00003068,북한 잠수함발사탄도미사일(SLBM)의 실증적 위협 분석과 한국 안보에의 함의,이경행,국가안보와 전략,2015,ART002033973,paper_uid,ART002033973,False,북한잠수함발사탄도미사일slbm의실증적위협분석과한국안보에의함의||이경행||국가안보와전략||2015
P00003133,"전시작전통제권 전환 재연기의 정치·경제· 군사적 조명: 이론, 평가, 대응",한용섭,국제관계연구,2015,ART001982847,paper_uid,ART001982847,False,전시작전통제권전환재연기의정치경제군사적조명이론평가대응||한용섭||국제관계연구||2015
P00003136,한·미간  전시작전통제권 전환 준비의 진단과 대비,김재철,아시아연구,2010,,,,False,한미간전시작전통제권전환준비의진단과대비||김재철||아시아연구||2010
P00003137,전시작전통제권 전환정책의 변경요인 분석과 대안:한·미의 국가이익을 중심으로,김재철,한국동북아논총,2013,,,,False,전시작전통제권전환정책의변경요인분석과대안한미의국가이익을중심으로||김재철||한국동북아논총||2013
P00003140,전작권 전환의 의미와 한국 안보정책의 방향,김영호,신아세아,2007,,,,False,전작권전환의의미와한국안보정책의방향||김영호||신아세아||2007
P00003146,전시작전통제권 이양에 관한 연구 : 한미동맹의 강화를 통한 한미군사협조체제의 구축,노찬백,한국동북아논총,2009,,,,False,전시작전통제권이양에관한연구한미동맹의강화를통한한미군사협조체제의구축||노찬백||한국동북아논총||2009
P00003158,아프리카 지역에서 중국의 ODA 정책과 에너지 외교 연계 마스터 전략 :성공 요인과 한계점 분석,안세현,동서연구,2012,,,,False,아프리카지역에서중국의oda정책과에너지외교연계마스터전략성공요인과한계점분석||안세현||동서연구||2012
P00003159,북한의 에너지 안보 구축: 동북아시아 천연가스 협력 방안,안세현,국제관계연구,2013,ART001760770,paper_uid,ART001760770,False,북한의에너지안보구축동북아시아천연가스협력방안||안세현||국제관계연구||2013
P00003162,중동지역에서 미국 중국 러시아의 새로운 에너지 그레이트 게임 (The Great Game)에 대한 분석: 미국의 에너지 벨트 구축 전략과 그 기원,안세현,국제.지역연구,2014,,,,False,중동지역에서미국중국러시아의새로운에너지그레이트게임thegreatgame에대한분석미국의에너지벨트구축전략과그기원||안세현||국제지역연구||2014
P00003164,키스톤 XL 파이프라인 프로젝트의 국제정치경제학적 해부: 사업지연 요인과 미국의 에너지 정치 매카니즘 분석,안세현,동서연구,2015,,,,False,키스톤xl파이프라인프로젝트의국제정치경제학적해부사업지연요인과미국의에너지정치매카니즘분석||안세현||동서연구||2015
P00003173,한ㆍ일 신재생에너지 정책 비교를 통한 한국의 바람직한 정책방향 제시,김정인,동북아경제연구,2012,,,,False,한일신재생에너지정책비교를통한한국의바람직한정책방향제시||김정인||동북아경제연구||2012
P00003176,에너지 위기 극복을 위한 신재생 에너지 정책의 형성 과정에 관한 연구 - 정책네트워크 분석을 통한 솔라시티 대구 프로젝트를 중심으로,이광원,Crisisonomy,2015,,,,False,에너지위기극복을위한신재생에너지정책의형성과정에관한연구정책네트워크분석을통한솔라시티대구프로젝트를중심으로||이광원||crisisonomy||2015
P00003423,한반도 통일기반 조성을 위한 비정부기구(NGO)의 역할: 대북 지원 NGO와 북한 인권 NGO를 중심으로,김성한,국제관계연구,2014,ART001868185,paper_uid,ART001868185,False,한반도통일기반조성을위한비정부기구ngo의역할대북지원ngo와북한인권ngo를중심으로||김성한||국제관계연구||2014
P00003682,한국 통상정책의 변화와 FTA,이승주,한국정치외교사논총,2007,ART001083442,paper_uid,ART001083442,False,한국통상정책의변화와fta||이승주||한국정치외교사논총||2007
P00003683,한국의 무역 자유화:  개방ㆍ보호ㆍ보상의 정치경제,이승주,한국정치학회보,2011,ART001615577,paper_uid,ART001615577,False,한국의무역자유화개방보호보상의정치경제||이승주||한국정치학회보||2011
P00003697,세계금융위기 이후 자본주의 담론의 변화:  한국과 일본의 경우,손열,동아연구,2013,,,,False,세계금융위기이후자본주의담론의변화한국과일본의경우||손열||동아연구||2013
P00003698,일본의 TPP 교섭참가결정 분석: 지역경제질서 건축전략의 맥락에서,손열,일본연구논총,2014,,,,False,일본의tpp교섭참가결정분석지역경제질서건축전략의맥락에서||손열||일본연구논총||2014
P00003785,"한반도 정전체제 : 등장, 구조, 특성, 변환",박명림,한국과 국제정치,2006,ART001108553,paper_uid,ART001108553,False,한반도정전체제등장구조특성변환||박명림||한국과국제정치||2006
P00004018,독립규제위원회의 전문성 제고를 위한 시스템에 관한 연구  - 방송통신위원회의 기능과 역할을 중심으로 -,조소영,공법학연구,2009,,,,False,독립규제위원회의전문성제고를위한시스템에관한연구방송통신위원회의기능과역할을중심으로||조소영||공법학연구||2009
P00004026,방송통신융합에 따른 헌법문제의 고찰,정영화,세계헌법연구,2007,,,,False,방송통신융합에따른헌법문제의고찰||정영화||세계헌법연구||2007
P00004033,방송통신 융합환경에서 수평적   계층분류와 정책방향,이상우,정보통신정책연구,2008,,,,False,방송통신융합환경에서수평적계층분류와정책방향||이상우||정보통신정책연구||2008
P00004036,수평규제체제 도입을 위한 계층구분 방안,이상규,사이버커뮤니케이션학보,2007,,,,False,수평규제체제도입을위한계층구분방안||이상규||사이버커뮤니케이션학보||2007
P00004207,중국의 한국드라마와 한류스타 현상,곽수경,중국연구,2005,,,,False,중국의한국드라마와한류스타현상||곽수경||중국연구||2005
P00004223,중국에서의 ‘한류’ - 현황과 미래,루 하이보,영상예술연구,2007,,,,False,중국에서의한류현황과미래||루하이보||영상예술연구||2007
P00004234,중국의 ‘한류’ 수용과 저항: 중국 문화정체성의 국제문화관계학적 함의,윤경우,한국과 국제정치,2006,ART001108771,paper_uid,ART001108771,False,중국의한류수용과저항중국문화정체성의국제문화관계학적함의||윤경우||한국과국제정치||2006
P00004235,수용과 충돌 -한국 드라마 열풍 이면의 문화적 시차,張海明,중국학논총,2006,,,,False,수용과충돌한국드라마열풍이면의문화적시차||||중국학논총||2006
P00004237,한·중관계의 발전과 규범 충돌:  현황과 과제,조영남,한국정치연구,2010,ART001461991,paper_uid,ART001461991,False,한중관계의발전과규범충돌현황과과제||조영남||한국정치연구||2010
